Genome,Order,Family,Genus,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score,VC Orders,VC Families,VC Genera
Bacillus~phage~phiAGATE,Caudovirales,Myoviridae,Agatevirus,preVC_74,Clustered,VC_74_7,3,0.0708,0.99695677,7.408182927544495,0.0705,1.0,1,1,1
Bacillus~phage~phiCM3,Unassigned,Unassigned,Unassigned,,Overlap (VC_110/VC_111),,,,,,,,,,
Bacillus~phage~phiNIT1,Caudovirales,Myoviridae,Nit1virus,preVC_74,Clustered,VC_74_8,2,0.0352,0.91181477,6.324555320336759,0.0321,1.0,1,1,1
Bacillus~phage~vB_BanS-Tsamsa,Unassigned,Unassigned,Unassigned,preVC_76,Clustered/Singleton,VC_76_0,1,0.0,0.0,0,0.0,1.0,0,0,0
Bacillus~phage~vB_BceM_Bc431v3,Caudovirales,Myoviridae,Bc431virus,preVC_74,Clustered,VC_74_6,5,0.1178,0.99999992,8.308193113848223,0.1178,0.7,1,1,1
Bacillus~phage~vB_BhaS-171,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Bacillus~phage~vB_BtS_BMBtp3,Unassigned,Unassigned,Unassigned,,Overlap (VC_111/VC_112),,,,,,,,,,
Bacillus~virus~1,Caudovirales,Myoviridae,Svunavirus,preVC_94,Clustered,VC_94_0,2,0.4025,0.89301455,4.358898943540674,0.3595,1.0,1,1,1
Bacillus~virus~250,Caudovirales,Siphoviridae,Cecivirus,preVC_78,Clustered,VC_78_0,2,0.4653,0.87711546,5.5677643628300215,0.4081,1.0,1,1,1
Bacillus~virus~AP50,Unassigned,Tectiviridae,Betatectivirus,preVC_107,Clustered,VC_107_0,4,1.0,0.0,3.872657545992025,0.0,1.0,0,1,1
Bacillus~virus~Andromeda,Caudovirales,Siphoviridae,Andromedavirus,preVC_141,Clustered,VC_141_0,7,1.0,0.0,3.9841079132583737,0.0,1.0,1,1,1
Bacillus~virus~B103,Caudovirales,Podoviridae,Phi29virus,,Overlap (VC_43/VC_45),,,,,,,,,,
Bacillus~virus~BMBtp2,Caudovirales,Siphoviridae,Tp21virus,preVC_112,Clustered,VC_112_0,2,0.8492,0.33333333,2.23606797749979,0.2831,1.0,1,1,1
Bacillus~virus~Blastoid,Caudovirales,Siphoviridae,Andromedavirus,preVC_141,Clustered,VC_141_0,7,1.0,0.0,3.9841079132583737,0.0,1.0,1,1,1
Bacillus~virus~Curly,Caudovirales,Siphoviridae,Andromedavirus,preVC_141,Clustered,VC_141_0,7,1.0,0.0,3.9841079132583737,0.0,1.0,1,1,1
Bacillus~virus~Eoghan,Caudovirales,Siphoviridae,Andromedavirus,preVC_141,Clustered,VC_141_0,7,1.0,0.0,3.9841079132583737,0.0,1.0,1,1,1
Bacillus~virus~Finn,Caudovirales,Siphoviridae,Andromedavirus,preVC_141,Clustered,VC_141_0,7,1.0,0.0,3.9841079132583737,0.0,1.0,1,1,1
Bacillus~virus~G,Caudovirales,Myoviridae,Unassigned,preVC_127,Clustered/Singleton,VC_127_1,1,0.0,0.0,0,0.0,1.0,1,1,0
Bacillus~virus~GA1,Caudovirales,Podoviridae,Phi29virus,,Overlap (VC_43/VC_45),,,,,,,,,,
Bacillus~virus~Glittering,Caudovirales,Siphoviridae,Andromedavirus,preVC_141,Clustered,VC_141_0,7,1.0,0.0,3.9841079132583737,0.0,1.0,1,1,1
Bacillus~virus~IEBH,Caudovirales,Siphoviridae,Cecivirus,preVC_78,Clustered,VC_78_0,2,0.4653,0.87711546,5.5677643628300215,0.4081,1.0,1,1,1
Bacillus~virus~Riggi,Caudovirales,Siphoviridae,Andromedavirus,preVC_141,Clustered,VC_141_0,7,1.0,0.0,3.9841079132583737,0.0,1.0,1,1,1
Bacillus~virus~SPO1,Caudovirales,Myoviridae,Spo1virus,preVC_75,Clustered,VC_75_0,2,0.2606,0.90559886,2.6457513110645907,0.236,1.0,1,1,1
Bacillus~virus~Wbeta,Caudovirales,Siphoviridae,Wbetavirus,preVC_109,Clustered,VC_109_0,3,0.4371,0.99580268,2.7937066308671263,0.4352,1.0,1,1,1
Bacillus~virus~phi29,Caudovirales,Podoviridae,Phi29virus,,Overlap (VC_43/VC_45),,,,,,,,,,
Bacteriophage~APSE-2,Unassigned,Unassigned,Unassigned,preVC_143,Clustered,VC_143_0,2,0.1578,0.90111993,2.6457513110645907,0.1422,1.0,1,1,0
Bacteriophage~Lily,Unassigned,Unassigned,Unassigned,preVC_104,Clustered,VC_104_0,2,0.0263,0.80941819,8.831760866327848,0.0213,1.0,0,0,0
Bacteroides~phage~B124-14,Unassigned,Unassigned,Unassigned,preVC_154,Clustered,VC_154_0,2,0.5671,0.87929183,2.449489742783178,0.4987,1.0,0,0,0
Bacteroides~phage~B40-8,Unassigned,Unassigned,Unassigned,preVC_154,Clustered,VC_154_0,2,0.5671,0.87929183,2.449489742783178,0.4987,1.0,0,0,0
Bdellovibrio~phage~phi1402,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
Bdellovibrio~phage~phi1422,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Bdellovibrio~phage~phiMH2K,Unassigned,Microviridae,Bdellomicrovirus,preVC_156,Clustered,VC_156_0,11,0.9324,1.0,1.5234541932589811,0.9324,1.0,0,1,2
Bordetella~virus~BPP1,Caudovirales,Podoviridae,Bpp1virus,preVC_157,Clustered,VC_157_0,6,0.2548,0.41554605,7.1768306219171425,0.1059,0.9333,1,1,1
Brevibacillus~phage~Abouo,Caudovirales,Myoviridae,Abouovirus,preVC_160,Clustered,VC_160_0,4,0.7178,0.9999481,6.694908762465938,0.7178,1.0,1,1,2
Brevibacillus~phage~Davies,Caudovirales,Myoviridae,Abouovirus,preVC_160,Clustered,VC_160_0,4,0.7178,0.9999481,6.694908762465938,0.7178,1.0,1,1,2
Brevibacillus~phage~Jenst,Caudovirales,Siphoviridae,Jenstvirus,,Outlier,,,,,,,,,,
Brevibacillus~phage~Jimmer1,Caudovirales,Myoviridae,Jimmervirus,preVC_160,Clustered,VC_160_0,4,0.7178,0.9999481,6.694908762465938,0.7178,1.0,1,1,2
Brevibacillus~phage~Osiris,Caudovirales,Myoviridae,Jimmervirus,preVC_160,Clustered,VC_160_0,4,0.7178,0.9999481,6.694908762465938,0.7178,1.0,1,1,2
Brevibacillus~phage~Sundance,Unassigned,Unassigned,Unassigned,,Overlap (VC_77/VC_129),,,,,,,,,,
Brochothrix~phage~A9,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
Brochothrix~phage~BL3,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Brochothrix~phage~NF5,Unassigned,Unassigned,Unassigned,preVC_170,Clustered/Singleton,VC_170_0,1,0.0,0.0,0,0.0,1.0,0,0,0
Brucella~phage~BiPBO1,Unassigned,Unassigned,Unassigned,preVC_171,Clustered,VC_171_0,2,1.0,0.0,7.416198487095663,0.0,1.0,0,0,0
Brucella~phage~Pr,Caudovirales,Podoviridae,Prtbvirus,preVC_172,Clustered,VC_172_0,2,0.937,0.6,1.0,0.5622,1.0,1,1,1
Brucella~phage~Tb,Caudovirales,Podoviridae,Prtbvirus,preVC_172,Clustered,VC_172_0,2,0.937,0.6,1.0,0.5622,1.0,1,1,1
Burkholderia~phage~AH2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Burkholderia~phage~Bcep176,Unassigned,Unassigned,Unassigned,preVC_176,Clustered,VC_176_0,5,0.5422,0.99999977,6.954244908800727,0.5422,1.0,1,1,1
Burkholderia~phage~BcepB1A,Unassigned,Unassigned,Unassigned,preVC_181,Clustered,VC_181_0,2,0.0493,0.89692868,6.855654600401044,0.0443,1.0,0,0,0
Burkholderia~phage~BcepGomr,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Burkholderia~phage~BcepNazgul,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Burkholderia~phage~JG068,Unassigned,Unassigned,Unassigned,preVC_52,Clustered,VC_52_0,10,0.6285,1.0,5.914699150964988,0.6285,1.0,1,1,1
Burkholderia~phage~KL1,Caudovirales,Siphoviridae,Septima3virus,preVC_1,Clustered,VC_1_0,8,0.6397,1.0,4.7010451966495586,0.6397,1.0,1,1,2
Burkholderia~phage~KL3,Unassigned,Unassigned,Unassigned,preVC_56,Clustered,VC_56_0,29,0.8703,1.0,6.038376337488198,0.8703,1.0,1,1,1
Burkholderia~phage~KS10,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Burkholderia~phage~KS14,Unassigned,Unassigned,Unassigned,preVC_56,Clustered,VC_56_0,29,0.8703,1.0,6.038376337488198,0.8703,1.0,1,1,1
Burkholderia~phage~KS5,Unassigned,Unassigned,Unassigned,preVC_56,Clustered,VC_56_0,29,0.8703,1.0,6.038376337488198,0.8703,1.0,1,1,1
Burkholderia~phage~KS9,Unassigned,Unassigned,Unassigned,preVC_176,Clustered,VC_176_0,5,0.5422,0.99999977,6.954244908800727,0.5422,1.0,1,1,1
Burkholderia~phage~ST79,Unassigned,Unassigned,Unassigned,preVC_56,Clustered,VC_56_0,29,0.8703,1.0,6.038376337488198,0.8703,1.0,1,1,1
Burkholderia~virus~Bcep1,Caudovirales,Myoviridae,Bcep78virus,preVC_55,Clustered,VC_55_0,4,0.7558,0.99989226,3.166014828637513,0.7557,1.0,1,1,1
Burkholderia~virus~Bcep22,Caudovirales,Podoviridae,Bcep22virus,preVC_188,Clustered,VC_188_0,4,0.7924,0.99998019,5.533938551938604,0.7924,1.0,1,1,1
Burkholderia~virus~Bcep43,Caudovirales,Myoviridae,Bcep78virus,preVC_55,Clustered,VC_55_0,4,0.7558,0.99989226,3.166014828637513,0.7557,1.0,1,1,1
Burkholderia~virus~Bcep781,Caudovirales,Myoviridae,Bcep78virus,preVC_55,Clustered,VC_55_0,4,0.7558,0.99989226,3.166014828637513,0.7557,1.0,1,1,1
Burkholderia~virus~BcepC6B,Caudovirales,Podoviridae,Bpp1virus,preVC_157,Clustered,VC_157_0,6,0.2548,0.41554605,7.1768306219171425,0.1059,0.9333,1,1,1
Burkholderia~virus~BcepF1,Caudovirales,Myoviridae,Pbunavirus,,Outlier,,,,,,,,,,
Burkholderia~virus~BcepMu,Caudovirales,Myoviridae,Bcepmuvirus,,Overlap (VC_184/VC_186),,,,,,,,,,
Burkholderia~virus~BcepNY3,Caudovirales,Myoviridae,Bcep78virus,preVC_55,Clustered,VC_55_0,4,0.7558,0.99989226,3.166014828637513,0.7557,1.0,1,1,1
Burkholderia~virus~Bcepil02,Caudovirales,Podoviridae,Bcep22virus,preVC_188,Clustered,VC_188_0,4,0.7924,0.99998019,5.533938551938604,0.7924,1.0,1,1,1
Burkholderia~virus~Bcepmigl,Caudovirales,Podoviridae,Bcep22virus,preVC_188,Clustered,VC_188_0,4,0.7924,0.99998019,5.533938551938604,0.7924,1.0,1,1,1
Burkholderia~virus~DC1,Caudovirales,Podoviridae,Bcep22virus,preVC_188,Clustered,VC_188_0,4,0.7924,0.99998019,5.533938551938604,0.7924,1.0,1,1,1
Burkholderia~virus~phi1026b,Caudovirales,Siphoviridae,E125virus,preVC_176,Clustered,VC_176_0,5,0.5422,0.99999977,6.954244908800727,0.5422,1.0,1,1,1
Burkholderia~virus~phi52237,Caudovirales,Myoviridae,P2virus,preVC_56,Clustered,VC_56_0,29,0.8703,1.0,6.038376337488198,0.8703,1.0,1,1,1
Burkholderia~virus~phi6442,Caudovirales,Siphoviridae,E125virus,preVC_176,Clustered,VC_176_0,5,0.5422,0.99999977,6.954244908800727,0.5422,1.0,1,1,1
Burkholderia~virus~phiE122,Caudovirales,Myoviridae,P2virus,preVC_56,Clustered,VC_56_0,29,0.8703,1.0,6.038376337488198,0.8703,1.0,1,1,1
Burkholderia~virus~phiE125,Caudovirales,Siphoviridae,E125virus,preVC_176,Clustered,VC_176_0,5,0.5422,0.99999977,6.954244908800727,0.5422,1.0,1,1,1
Burkholderia~virus~phiE202,Caudovirales,Myoviridae,P2virus,preVC_56,Clustered,VC_56_0,29,0.8703,1.0,6.038376337488198,0.8703,1.0,1,1,1
Burkholderia~virus~phiE255,Caudovirales,Myoviridae,Bcepmuvirus,,Overlap (VC_184/VC_186),,,,,,,,,,
Campylobacter~phage~CP30A,Caudovirales,Myoviridae,Cp8virus,preVC_191,Clustered,VC_191_0,4,0.8465,0.99963847,4.457940232303276,0.8462,1.0,1,1,1
Campylobacter~phage~PC14,Unassigned,Unassigned,Unassigned,preVC_191,Clustered,VC_191_0,4,0.8465,0.99963847,4.457940232303276,0.8462,1.0,1,1,1
Campylobacter~virus~CP21,Caudovirales,Myoviridae,Cp220virus,preVC_192,Clustered,VC_192_0,3,0.7376,0.98875453,4.96029928917299,0.7293,1.0,1,1,1
Campylobacter~virus~CP220,Caudovirales,Myoviridae,Cp220virus,preVC_192,Clustered,VC_192_0,3,0.7376,0.98875453,4.96029928917299,0.7293,1.0,1,1,1
Campylobacter~virus~CPX,Caudovirales,Myoviridae,Cp8virus,preVC_191,Clustered,VC_191_0,4,0.8465,0.99963847,4.457940232303276,0.8462,1.0,1,1,1
Campylobacter~virus~CPt10,Caudovirales,Myoviridae,Cp220virus,preVC_192,Clustered,VC_192_0,3,0.7376,0.98875453,4.96029928917299,0.7293,1.0,1,1,1
Campylobacter~virus~NCTC12673,Caudovirales,Myoviridae,Cp8virus,preVC_191,Clustered,VC_191_0,4,0.8465,0.99963847,4.457940232303276,0.8462,1.0,1,1,1
Caulobacter~phage~CcrColossus,Unassigned,Unassigned,Unassigned,preVC_195,Clustered/Singleton,VC_195_2,1,0.0,0.0,0,0.0,1.0,0,0,0
Caulobacter~phage~Cr30,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Caulobacter~phage~Percy,Unassigned,Unassigned,Unassigned,preVC_52,Clustered,VC_52_0,10,0.6285,1.0,5.914699150964988,0.6285,1.0,1,1,1
Caulobacter~phage~phiCb5,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
Caulobacter~virus~Karma,Caudovirales,Siphoviridae,Phicbkvirus,preVC_195,Clustered,VC_195_0,4,0.4979,0.93706355,4.8132942522803885,0.4665,1.0,1,1,1
Caulobacter~virus~Magneto,Caudovirales,Siphoviridae,Phicbkvirus,preVC_195,Clustered,VC_195_0,4,0.4979,0.93706355,4.8132942522803885,0.4665,1.0,1,1,1
Caulobacter~virus~Rogue,Caudovirales,Siphoviridae,Phicbkvirus,preVC_195,Clustered/Singleton,VC_195_1,1,0.0,0.0,0,0.0,1.0,1,1,1
Caulobacter~virus~Swift,Caudovirales,Siphoviridae,Phicbkvirus,preVC_195,Clustered,VC_195_0,4,0.4979,0.93706355,4.8132942522803885,0.4665,1.0,1,1,1
Caulobacter~virus~phiCbK,Caudovirales,Siphoviridae,Phicbkvirus,preVC_195,Clustered,VC_195_0,4,0.4979,0.93706355,4.8132942522803885,0.4665,1.0,1,1,1
Celeribacter~phage~P12053L,Unassigned,Unassigned,Unassigned,preVC_198,Clustered,VC_198_0,2,0.5047,0.86666667,3.872983346207417,0.4374,1.0,0,0,0
Cellulophaga~phage~phi10:1,Unassigned,Unassigned,Unassigned,preVC_201,Clustered,VC_201_0,2,0.5164,0.81818182,7.681145747868608,0.4225,1.0,0,0,0
Cellulophaga~phage~phi12:1,Caudovirales,Siphoviridae,Cba181virus,preVC_203,Clustered,VC_203_0,3,1.0,0.0,3.001298971044053,0.0,1.0,1,1,1
Cellulophaga~phage~phi12:2,Unassigned,Unassigned,Unassigned,preVC_204,Clustered,VC_204_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
Cellulophaga~phage~phi12a:1,Unassigned,Unassigned,Unassigned,preVC_204,Clustered,VC_204_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
Cellulophaga~phage~phi13:2,Unassigned,Unassigned,Unassigned,preVC_200,Clustered,VC_200_0,4,0.9294,0.9999484,7.010263895810436,0.9293,1.0,0,0,0
Cellulophaga~phage~phi14:2,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Cellulophaga~phage~phi17:1,Caudovirales,Siphoviridae,Cba181virus,preVC_203,Clustered,VC_203_0,3,1.0,0.0,3.001298971044053,0.0,1.0,1,1,1
Cellulophaga~phage~phi17:2,Caudovirales,Podoviridae,Cba41virus,preVC_202,Clustered,VC_202_0,2,0.9692,0.66666667,3.1622776601683795,0.6461,1.0,1,1,1
Cellulophaga~phage~phi18:1,Caudovirales,Siphoviridae,Cba181virus,preVC_203,Clustered,VC_203_0,3,1.0,0.0,3.001298971044053,0.0,1.0,1,1,1
Cellulophaga~phage~phi18:3,Unassigned,Unassigned,Unassigned,preVC_200,Clustered,VC_200_0,4,0.9294,0.9999484,7.010263895810436,0.9293,1.0,0,0,0
Cellulophaga~phage~phi19:1,Unassigned,Unassigned,Unassigned,preVC_201,Clustered,VC_201_0,2,0.5164,0.81818182,7.681145747868608,0.4225,1.0,0,0,0
Cellulophaga~phage~phi19:3,Unassigned,Unassigned,Unassigned,preVC_200,Clustered,VC_200_0,4,0.9294,0.9999484,7.010263895810436,0.9293,1.0,0,0,0
Cellulophaga~phage~phi38:1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Cellulophaga~phage~phi39:1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
Cellulophaga~phage~phi46:1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
Cellulophaga~phage~phi46:3,Unassigned,Unassigned,Unassigned,preVC_200,Clustered,VC_200_0,4,0.9294,0.9999484,7.010263895810436,0.9293,1.0,0,0,0
Cellulophaga~phage~phi48:2,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
Cellulophaga~phage~phi4:1,Caudovirales,Podoviridae,Cba41virus,preVC_202,Clustered,VC_202_0,2,0.9692,0.66666667,3.1622776601683795,0.6461,1.0,1,1,1
Cellulophaga~phage~phiSM,Unassigned,Unassigned,Unassigned,preVC_206,Clustered,VC_206_0,2,1.0,0.0,6.324555320336759,0.0,1.0,0,0,0
Cellulophaga~phage~phiST,Caudovirales,Siphoviridae,Cbastvirus,,Singleton,,,,,,,,,,
Chimpanzee~faeces~associated~microphage~1,Unassigned,Unassigned,Unassigned,preVC_207,Clustered,VC_207_0,3,0.6239,0.9278018,0.9428090415820635,0.5788,1.0,0,0,0
Chimpanzee~faeces~associated~microphage~2,Unassigned,Unassigned,Unassigned,preVC_207,Clustered,VC_207_0,3,0.6239,0.9278018,0.9428090415820635,0.5788,1.0,0,0,0
Chimpanzee~faeces~associated~microphage~3,Unassigned,Unassigned,Unassigned,preVC_207,Clustered,VC_207_0,3,0.6239,0.9278018,0.9428090415820635,0.5788,1.0,0,0,0
Chlamydia~phage~2,Unassigned,Microviridae,Chlamydiamicrovirus,preVC_156,Clustered,VC_156_0,11,0.9324,1.0,1.5234541932589811,0.9324,1.0,0,1,2
Chlamydia~phage~4,Unassigned,Unassigned,Unassigned,preVC_156,Clustered,VC_156_0,11,0.9324,1.0,1.5234541932589811,0.9324,1.0,0,1,2
Chlamydia~virus~CPAR39,Unassigned,Microviridae,Chlamydiamicrovirus,preVC_156,Clustered,VC_156_0,11,0.9324,1.0,1.5234541932589811,0.9324,1.0,0,1,2
Chlamydia~virus~Chp1,Unassigned,Microviridae,Chlamydiamicrovirus,,Singleton,,,,,,,,,,
Citrobacter~phage~CR44b,Unassigned,Unassigned,Unassigned,preVC_209,Clustered,VC_209_0,60,0.9863,1.0,6.140281708125788,0.9863,1.0,1,1,2
Citrobacter~phage~CR8,Unassigned,Unassigned,Unassigned,preVC_209,Clustered,VC_209_0,60,0.9863,1.0,6.140281708125788,0.9863,1.0,1,1,2
Citrobacter~phage~CVT22,Unassigned,Unassigned,Unassigned,preVC_197,Clustered,VC_197_0,4,0.7007,0.99982875,6.522908784130344,0.7006,1.0,0,0,0
Citrobacter~phage~IME-CF2,Unassigned,Unassigned,Unassigned,,Overlap (VC_31/VC_32),,,,,,,,,,
Citrobacter~phage~Margaery,Unassigned,Unassigned,Unassigned,,Overlap (VC_31/VC_32),,,,,,,,,,
Citrobacter~phage~Merlin,Caudovirales,Myoviridae,Moonvirus,preVC_27,Clustered,VC_27_2,2,0.0097,0.88548207,7.745966692414834,0.0086,1.0,1,1,1
Citrobacter~phage~Michonne,Unassigned,Unassigned,Unassigned,preVC_14,Clustered,VC_14_0,16,0.8883,1.0,5.500469451386783,0.8883,1.0,1,1,3
Citrobacter~phage~Miller,Unassigned,Unassigned,Unassigned,,Overlap (VC_31/VC_32),,,,,,,,,,
Citrobacter~phage~Moogle,Caudovirales,Myoviridae,Mooglevirus,preVC_14,Clustered,VC_14_0,16,0.8883,1.0,5.500469451386783,0.8883,1.0,1,1,3
Citrobacter~phage~Moon,Caudovirales,Myoviridae,Moonvirus,preVC_27,Clustered,VC_27_2,2,0.0097,0.88548207,7.745966692414834,0.0086,1.0,1,1,1
Citrobacter~phage~SH1,Unassigned,Unassigned,Unassigned,preVC_209,Clustered,VC_209_0,60,0.9863,1.0,6.140281708125788,0.9863,1.0,1,1,2
Citrobacter~phage~SH2,Unassigned,Unassigned,Unassigned,preVC_209,Clustered,VC_209_0,60,0.9863,1.0,6.140281708125788,0.9863,1.0,1,1,2
Citrobacter~phage~SH3,Unassigned,Unassigned,Unassigned,preVC_209,Clustered,VC_209_0,60,0.9863,1.0,6.140281708125788,0.9863,1.0,1,1,2
Citrobacter~phage~SH4,Unassigned,Unassigned,Unassigned,preVC_209,Clustered,VC_209_0,60,0.9863,1.0,6.140281708125788,0.9863,1.0,1,1,2
Citrobacter~phage~phiCFP-1,Unassigned,Unassigned,Unassigned,preVC_209,Clustered,VC_209_0,60,0.9863,1.0,6.140281708125788,0.9863,1.0,1,1,2
Citrobacter~phage~vB_CfrM_CfP1,Unassigned,Unassigned,Unassigned,,Overlap (VC_31/VC_32),,,,,,,,,,
Citrobacter~virus~Stevie,Caudovirales,Siphoviridae,Tlsvirus,preVC_214,Clustered,VC_214_0,25,0.9814,1.0,7.138516959971589,0.9814,0.9667,1,1,5
Clavibacter~phage~CMP1,Unassigned,Unassigned,Unassigned,preVC_216,Clustered,VC_216_0,3,1.0,0.0,4.75124999348206,0.0,1.0,0,0,0
Clavibacter~phage~CN1A,Unassigned,Unassigned,Unassigned,preVC_216,Clustered,VC_216_0,3,1.0,0.0,4.75124999348206,0.0,1.0,0,0,0
Clostridium~phage~CDMH1,Unassigned,Unassigned,Unassigned,,Overlap (VC_164/VC_166),,,,,,,,,,
Clostridium~phage~PhiS63,Unassigned,Unassigned,Unassigned,preVC_93,Clustered,VC_93_0,3,0.3304,0.99324075,7.104798442859803,0.3282,1.0,0,0,0
Clostridium~phage~c-st,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Clostridium~phage~phi24R,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Clostridium~phage~phi3626,Unassigned,Unassigned,Unassigned,preVC_93,Clustered,VC_93_0,3,0.3304,0.99324075,7.104798442859803,0.3282,1.0,0,0,0
Clostridium~phage~phi8074-B1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Clostridium~phage~phiCD111,Unassigned,Unassigned,Unassigned,preVC_217,Clustered,VC_217_0,3,0.5702,0.99520806,3.260242135164385,0.5675,1.0,0,0,0
Clostridium~phage~phiCD146,Unassigned,Unassigned,Unassigned,preVC_217,Clustered,VC_217_0,3,0.5702,0.99520806,3.260242135164385,0.5675,1.0,0,0,0
Clostridium~phage~phiCD211,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Clostridium~phage~phiCD38-2,Unassigned,Unassigned,Unassigned,preVC_217,Clustered,VC_217_0,3,0.5702,0.99520806,3.260242135164385,0.5675,1.0,0,0,0
Clostridium~phage~phiCD481-1,Unassigned,Unassigned,Unassigned,preVC_218,Clustered,VC_218_0,5,0.5322,0.99999988,3.7631230235002624,0.5322,1.0,0,0,0
Clostridium~phage~phiCD505,Unassigned,Unassigned,Unassigned,,Overlap (VC_98/VC_166/VC_220),,,,,,,,,,
Clostridium~phage~phiCD506,Unassigned,Unassigned,Unassigned,preVC_218,Clustered,VC_218_0,5,0.5322,0.99999988,3.7631230235002624,0.5322,1.0,0,0,0
Clostridium~phage~phiCD6356,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Clostridium~phage~phiCDHM11,Unassigned,Unassigned,Unassigned,preVC_218,Clustered,VC_218_0,5,0.5322,0.99999988,3.7631230235002624,0.5322,1.0,0,0,0
Clostridium~phage~phiCDHM13,Unassigned,Unassigned,Unassigned,preVC_218,Clustered,VC_218_0,5,0.5322,0.99999988,3.7631230235002624,0.5322,1.0,0,0,0
Clostridium~phage~phiCDHM19,Unassigned,Unassigned,Unassigned,,Overlap (VC_166/VC_220),,,,,,,,,,
Clostridium~phage~phiCP13O,Unassigned,Unassigned,Unassigned,preVC_235,Clustered,VC_235_0,4,1.0,0.0,3.4934452496863613,0.0,1.0,0,0,0
Clostridium~phage~phiCP26F,Unassigned,Unassigned,Unassigned,preVC_235,Clustered,VC_235_0,4,1.0,0.0,3.4934452496863613,0.0,1.0,0,0,0
Clostridium~phage~phiCP34O,Unassigned,Unassigned,Unassigned,preVC_235,Clustered,VC_235_0,4,1.0,0.0,3.4934452496863613,0.0,1.0,0,0,0
Clostridium~phage~phiCP39-O,Unassigned,Unassigned,Unassigned,preVC_235,Clustered,VC_235_0,4,1.0,0.0,3.4934452496863613,0.0,1.0,0,0,0
Clostridium~phage~phiCP7R,Unassigned,Unassigned,Unassigned,preVC_225,Clustered,VC_225_0,3,0.8148,0.9,1.626105059170283,0.7333,1.0,0,0,0
Clostridium~phage~phiCPV4,Unassigned,Unassigned,Unassigned,preVC_225,Clustered,VC_225_0,3,0.8148,0.9,1.626105059170283,0.7333,1.0,0,0,0
Clostridium~phage~phiCT19406A,Unassigned,Unassigned,Unassigned,preVC_161,Clustered,VC_161_0,2,0.4836,0.87793518,0.0,0.4246,1.0,0,0,0
Clostridium~phage~phiCT19406B,Unassigned,Unassigned,Unassigned,preVC_113,Clustered,VC_113_0,3,0.3613,0.99656497,4.898979485566357,0.36,1.0,0,0,0
Clostridium~phage~phiCT19406C,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Clostridium~phage~phiCT453A,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Clostridium~phage~phiCT453B,Unassigned,Unassigned,Unassigned,preVC_113,Clustered,VC_113_0,3,0.3613,0.99656497,4.898979485566357,0.36,1.0,0,0,0
Clostridium~phage~phiCT9441A,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
Clostridium~phage~phiCTC2A,Unassigned,Unassigned,Unassigned,preVC_161,Clustered,VC_161_0,2,0.4836,0.87793518,0.0,0.4246,1.0,0,0,0
Clostridium~phage~phiCTC2B,Unassigned,Unassigned,Unassigned,preVC_113,Clustered,VC_113_0,3,0.3613,0.99656497,4.898979485566357,0.36,1.0,0,0,0
Clostridium~phage~phiCTP1,Unassigned,Unassigned,Unassigned,preVC_227,Clustered,VC_227_0,2,0.4529,0.81488798,6.4031242374328485,0.369,1.0,0,0,0
Clostridium~phage~phiMMP01,Unassigned,Unassigned,Unassigned,,Overlap (VC_164/VC_166),,,,,,,,,,
Clostridium~phage~phiMMP02,Unassigned,Unassigned,Unassigned,,Overlap (VC_98/VC_166/VC_220),,,,,,,,,,
Clostridium~phage~phiMMP03,Unassigned,Unassigned,Unassigned,,Overlap (VC_164/VC_166),,,,,,,,,,
